longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-120.49,37.26,28,2159,416,1283,378,1.8939,83000,INLAND
-120.88,38.32,18,2791,492,1187,438,3.2589,103000,INLAND
-122.29,38.19,13,7065,1259,3864,1221,4.7472,148600,NEAR BAY
-122.01,37.53,19,4572,712,2346,709,6.0667,245700,NEAR BAY
-118.63,34.19,32,3568,591,1741,563,5.1529,259600,NA
-117.95,34.09,21,2215,484,1792,419,2.8375,166500,<1H OCEAN
-119.07,35.35,24,4119,865,NA,879,2.4123,86200,INLAND
-117.15,32.8,27,1937,537,NA,482,2.75,87500,NEAR OCEAN
-121.82,37.37,40,802,149,445,143,4.0446,196300,<1H OCEAN
-118.13,33.91,35,561,104,NA,105,4.9375,183800,<1H OCEAN
-118.25,33.96,48,1052,234,793,216,1.6585,92900,<1H OCEAN
-122.09,37.64,36,1180,212,NA,200,5.2838,172600,NEAR BAY
-118.11,34,38,2573,484,1568,459,3.0208,193700,<1H OCEAN
-118.3,33.88,26,1221,312,NA,330,4.0536,253600,<1H OCEAN
-122.12,37.69,30,1197,269,695,279,3.4375,157800,NEAR BAY
-117.34,33.19,19,3575,525,1654,559,5.7409,274100,NA
-117.15,32.92,16,2969,514,1594,465,4.5221,168300,<1H OCEAN
-118.06,34.12,34,2941,558,1660,576,4.5667,271500,NA
-122,38.99,39,1548,323,815,286,2.9489,67500,INLAND
-117.68,34.04,27,574,103,321,103,3.9107,186500,INLAND
-117.29,34.12,40,2198,612,NA,531,1.0951,65800,INLAND
-118.11,33.89,34,2508,594,1549,545,3.2069,236500,NA
-121.94,37.3,26,4348,814,2347,810,4.7275,293000,<1H OCEAN
-118.04,33.83,20,1488,312,972,283,4.055,201900,<1H OCEAN
-117.71,33.61,26,3046,726,888,663,2.6848,74100,<1H OCEAN
-118.12,33.81,36,1665,291,721,294,4.6875,250700,<1H OCEAN
-122.62,38.24,33,1369,280,758,246,4.0341,156500,<1H OCEAN
-122,36.97,39,2702,646,1136,491,2.8941,256700,NA
-117.38,34.11,36,1497,264,894,275,3.3066,96300,INLAND
-118.24,33.96,37,1602,388,1553,342,2.0655,93400,<1H OCEAN
-122.29,37.56,34,1693,281,846,291,5.3683,339400,NEAR BAY
-118.44,34.09,36,3129,392,862,334,NA,500001,NA
-118.27,33.96,38,977,295,1073,292,1.0208,86400,<1H OCEAN
-118.24,33.85,25,9594,1489,5237,1496,5.9684,193300,<1H OCEAN
-122.01,37.97,32,3012,527,1288,512,3.6449,211500,NEAR BAY
-116.48,33.8,15,3004,615,437,210,3.6667,90000,INLAND
-122.34,37.59,44,1395,269,736,288,5.6206,386400,NEAR OCEAN
-118.19,33.78,8,992,393,694,331,2.5544,162500,NEAR OCEAN
-117.77,33.69,16,1666,341,479,336,2.1406,55000,<1H OCEAN
-116.44,34.12,18,5584,1303,2250,1158,1.5823,72400,INLAND
-122.89,38.93,20,1214,247,504,223,2.7188,105700,<1H OCEAN
-122.16,37.45,50,196,41,76,42,NA,412500,NEAR BAY
-118.31,34.1,40,4984,2158,4828,2028,1.6903,350000,NA
-118.12,33.88,36,1083,218,557,210,3.0795,218400,<1H OCEAN
-122.39,38,33,44,6,23,11,4.125,212500,NEAR BAY
-117.06,32.61,24,4369,1353,3123,1247,2.0571,152300,NEAR OCEAN
-122.16,38.02,40,1800,290,761,277,5.1265,196100,NEAR BAY
-121.92,37.29,34,943,135,378,139,5.1765,344600,<1H OCEAN
-120.3,35.1,16,2819,479,1068,365,4.5461,270800,<1H OCEAN
-118.47,33.99,52,1523,447,636,408,3.0682,412500,<1H OCEAN
-117.05,32.59,26,1919,345,1326,341,4.2679,131900,NEAR OCEAN
-122.05,38.25,37,1336,251,680,231,3.815,99000,INLAND
-121.28,38.73,6,4223,672,1747,631,5.419,267400,INLAND
-122.01,37.18,37,3852,652,1534,567,5.8596,318700,<1H OCEAN
-117.03,32.69,8,2460,397,1784,390,4.5662,175500,NEAR OCEAN
-117.89,33.92,34,1473,312,1025,315,3.8333,170400,<1H OCEAN
-116.57,33.84,18,7962,1652,2009,921,3.3897,230200,INLAND
-118.27,34,48,1869,461,1834,441,1.7052,107400,<1H OCEAN
-119.68,36.32,28,1325,276,873,240,2.5833,54400,INLAND
-118.18,34.01,42,1845,497,2191,492,2.3462,127300,<1H OCEAN
-122.26,37.85,52,2491,474,1098,468,3.075,213500,NEAR BAY
-120.87,37.07,26,2036,401,NA,414,3.6331,88600,INLAND
-122.41,37.63,37,1252,275,878,287,4.2262,228500,NA
-122.14,37.72,39,786,132,288,132,3.5156,218900,NA
-117.89,34.11,36,806,147,446,153,4.5221,151300,<1H OCEAN
-118.17,34.03,42,882,292,1248,281,2.761,120000,<1H OCEAN
-120.85,37.49,42,264,72,310,70,1.4063,61500,INLAND
-122.03,37.3,22,3583,758,1792,695,5.4842,335300,<1H OCEAN
-114.61,34.83,31,2478,464,1346,479,3.212,70400,INLAND
-117.4,34.07,28,2879,659,1661,554,2.066,88100,INLAND
-122.39,37.73,52,1070,224,567,207,2.8603,189000,NEAR BAY
-118.21,34.12,52,1301,389,1189,361,2.5139,190000,<1H OCEAN
-117.08,32.64,43,1005,230,NA,252,1.8672,145800,NEAR OCEAN
-117.96,33.93,15,2014,419,839,390,4.7446,175400,<1H OCEAN
-122.48,37.74,52,2285,435,1211,442,4.0208,323100,NEAR OCEAN
-121.38,38.58,38,2968,475,1176,454,5.0497,191700,INLAND
-118.39,33.85,17,1610,379,670,341,4.3594,349000,<1H OCEAN
-121.99,37.36,33,2677,644,1469,633,3.2048,261800,<1H OCEAN
-117.13,32.71,35,614,180,691,164,1.6953,81300,NEAR OCEAN
-121.48,38.5,23,2679,792,1740,659,1.3679,70300,INLAND
-118.12,34.02,25,2655,558,1466,525,3.0529,265800,<1H OCEAN
-118.04,34.09,32,1339,334,NA,349,2.8333,186000,INLAND
-118.11,34.04,28,3913,696,2264,697,5.2446,258000,<1H OCEAN
-121.2,37.6,30,2110,406,1301,345,2.3173,86500,INLAND
-118.34,33.91,17,3724,1023,2536,971,3.2649,202100,<1H OCEAN
-116.9,32.84,18,3612,737,1864,713,2.7069,153800,<1H OCEAN
-117.91,33.84,16,919,253,912,249,1.5903,165400,<1H OCEAN
-118.12,33.87,43,1633,355,837,350,3.0405,188000,<1H OCEAN
-121.98,37.33,35,1907,326,912,313,5.9567,294300,<1H OCEAN
-118.02,33.75,26,2989,479,1596,475,5.7157,231200,NA
-122.32,37.52,17,6645,1034,2557,1032,NA,480800,NEAR OCEAN
-121.35,38,22,3564,730,1539,699,3.675,152400,INLAND
-121.99,37.98,23,2293,411,969,399,4.4536,184000,INLAND
-116.77,32.82,16,3688,817,1969,767,2.875,222900,<1H OCEAN
-118.17,33.77,37,1127,327,492,331,2.675,241700,NEAR OCEAN
-121.49,38.53,42,1468,281,571,271,3.3906,124200,INLAND
-118.91,36.79,19,1616,324,187,80,3.7857,78600,INLAND
-121.88,39.74,12,14631,3298,7517,3262,1.6785,153100,INLAND
-120.62,37.35,18,874,203,572,190,1.6833,71000,INLAND
-120.56,35.13,15,5818,924,2324,845,4.4033,267600,<1H OCEAN
-121.81,37.3,15,1929,345,1683,347,5.5248,235600,<1H OCEAN
-116.55,33.84,28,2992,562,676,346,5.7613,500001,INLAND
-118.19,34.02,40,474,124,NA,121,2.3438,137500,<1H OCEAN
-117.83,33.88,23,2365,355,1209,347,6.0132,259400,<1H OCEAN
-118.34,34.06,52,2089,309,883,281,NA,500001,NA
-117.94,33.77,32,714,142,654,154,4.5052,170800,<1H OCEAN
-117.08,32.83,7,13703,2352,4446,1856,NA,260600,<1H OCEAN
-121.57,37,18,7241,1225,4168,1138,4.5714,260300,INLAND
-121.87,39.82,11,5103,825,NA,810,4.5032,159700,INLAND
-118.09,33.95,36,1991,396,1306,403,4.5,166600,<1H OCEAN
-121.18,37.96,35,411,74,193,59,2.5625,146900,INLAND
-118.38,33.86,24,3124,560,1312,542,NA,333800,<1H OCEAN
-121.78,37.69,34,2358,498,1157,461,3.3618,174600,INLAND
-118.49,34.02,28,2545,752,1548,679,2.9125,475000,<1H OCEAN
-117.25,33.21,9,1944,488,1992,453,2.066,127200,<1H OCEAN
-117.91,33.93,21,2578,363,1207,350,NA,291700,<1H OCEAN
-119.57,36.1,36,1729,317,737,278,3.5313,68800,INLAND
-117.24,33.18,19,3337,565,1646,554,5.0195,200200,<1H OCEAN
-123.63,41.11,19,1797,384,1033,327,1.4911,59200,<1H OCEAN
-122.24,37.47,41,1183,203,455,171,5.1071,314100,NEAR OCEAN
-118.05,34.12,20,5218,959,NA,850,3.55,476700,NA
-119.76,36.77,36,2507,466,1227,474,2.785,72300,INLAND
-122.83,38.96,15,1318,296,567,276,1.8692,93800,INLAND
-118.12,34.06,17,5137,1614,4945,1535,2.4599,181600,<1H OCEAN
-117.91,33.85,22,1178,289,NA,294,3.025,180000,<1H OCEAN
-118.08,33.88,26,1507,270,931,275,5.1645,244900,NA
-121.57,39.12,30,2601,534,1702,506,2.08,56600,INLAND
-117.97,34.08,8,2027,480,1781,447,3.0806,142400,INLAND
-118.34,33.94,36,2796,1041,4033,944,2.4886,160700,<1H OCEAN
-118.25,34.05,52,2806,1944,2232,1605,0.6775,350000,<1H OCEAN
-117.25,33.38,16,3536,765,2007,687,3,146700,<1H OCEAN
-117.65,33.45,15,7468,1275,NA,1217,5.49,239300,NA
-122.48,37.69,33,2347,512,1259,481,3.4492,264300,NEAR OCEAN
-117.86,33.73,31,1115,268,1369,259,3.5694,150500,<1H OCEAN
-117.01,32.67,17,2319,348,1125,337,5.551,266900,NEAR OCEAN
-121.88,37.32,30,1242,338,1438,325,2.6607,169300,<1H OCEAN
-121.28,38.7,14,5827,1246,NA,1038,3.0212,112900,INLAND
-118.13,34.11,45,1780,289,NA,328,4.825,351100,<1H OCEAN
-122.09,37.38,34,1959,342,849,357,NA,414700,NA
-117.72,34.1,52,2867,496,978,513,3.1477,291200,INLAND
-118.16,33.77,49,3382,787,1314,756,3.8125,382100,NEAR OCEAN
-118,33.89,34,1932,315,1053,316,5.1377,213300,<1H OCEAN
-121.34,37.99,14,3111,498,1178,525,NA,234700,INLAND
-121.61,39.77,25,1612,313,NA,303,2.963,89500,INLAND
-117.97,34.05,33,2028,422,1727,371,2.8438,157600,<1H OCEAN
-122.51,37.92,32,2622,541,1022,464,3.7647,375000,NA
-122.06,37.96,37,1784,313,788,304,4.2917,189600,NEAR BAY
-122.24,37.76,49,2428,525,1110,492,3.6719,229800,NEAR BAY
-117.06,32.59,13,3920,775,2814,760,4.0616,148800,NEAR OCEAN
-117.39,34.09,10,5736,945,3528,932,4.3958,130700,INLAND
-118.84,34.16,18,6075,1056,2571,1018,5.22,399400,<1H OCEAN
-119.27,34.27,52,459,112,276,107,2.375,198400,NEAR OCEAN
-120.46,34.74,15,2185,386,NA,336,5.3765,223100,NA
-117.88,33.6,31,5488,1055,1938,964,NA,500001,NA
-118.36,33.96,37,2146,573,2009,592,3.6583,177300,<1H OCEAN
-118.18,33.85,38,3596,862,2416,832,3.6897,169800,<1H OCEAN
-118.44,34,40,1287,346,806,311,3.875,321300,<1H OCEAN
-118.21,33.88,32,1507,379,1082,350,3.225,138200,<1H OCEAN
-122.66,40.52,13,3013,486,1361,515,4.5357,171200,INLAND
-122.23,37.76,52,1705,246,658,253,5.75,306300,NEAR BAY
-118.08,33.82,30,2636,652,3412,649,2.8095,118300,<1H OCEAN
-117.01,33.75,15,2873,903,1094,659,1.8015,105100,INLAND
-118.09,34.12,38,2638,432,NA,433,5.4536,342700,<1H OCEAN
-118.37,34.09,31,6348,1827,2559,1755,3.2818,225000,<1H OCEAN
-118.41,34.02,34,1430,357,805,362,3.3462,307000,<1H OCEAN
-122.06,37.6,17,5159,832,NA,817,5.8704,234400,NEAR BAY
-119.49,37.1,24,2532,555,1564,507,2.3359,92400,INLAND
-120.97,37.73,19,3725,543,1412,463,5.7476,248600,INLAND
-122.33,37.94,42,1695,345,719,334,3.9417,139100,NEAR BAY
-124.13,40.79,29,2474,453,1130,427,2.8833,83000,NEAR OCEAN
-122.27,37.79,27,1055,347,718,302,2.6354,187500,NEAR BAY
-120.86,37.76,32,964,198,623,201,3.0917,88900,INLAND
-118.08,33.78,25,5321,967,1969,903,5.0102,340100,<1H OCEAN
-120.98,37.67,13,1221,260,682,275,3.65,155500,INLAND
-118.35,34.09,47,1800,546,NA,478,2.8021,280600,<1H OCEAN
-118.25,33.97,37,794,210,814,213,2.2917,112000,<1H OCEAN
-120.81,38.73,42,1276,260,799,259,2.7273,128600,INLAND
-118.35,34.03,44,865,208,537,183,1.9,110900,<1H OCEAN
-121.56,39.1,28,2130,484,1195,439,1.3631,45500,INLAND
-118.15,33.86,36,1578,312,827,311,4.8942,194100,<1H OCEAN
-121.39,39.61,22,2828,610,986,391,2.8871,94700,INLAND
-122.45,38.51,18,1297,337,610,312,1.9441,184400,INLAND
-120.08,36.34,18,1524,414,2030,356,2.1153,112500,INLAND
-117.94,34.1,31,1239,254,929,244,3.3625,153400,<1H OCEAN
-122.46,37.76,28,1072,165,363,168,6.1636,367700,NEAR BAY
-121.01,37.37,41,1045,233,632,230,2.3583,95000,INLAND
-120.43,36.18,29,579,116,218,99,2.1458,104200,INLAND
-118.61,34.21,33,2609,431,1208,406,5.4527,227100,<1H OCEAN
-118.33,33.97,47,1830,369,922,377,4.1635,156400,<1H OCEAN
-118.19,33.97,27,2911,972,3559,945,1.9485,146300,<1H OCEAN
-122.02,36.99,30,2156,487,1023,458,2.7875,245000,NA
-118.17,34.12,35,2568,672,1696,605,2.9154,169200,<1H OCEAN
-121.94,36.58,23,4911,693,1480,606,NA,500000,NA
-117.88,33.84,25,1781,349,918,378,3.9286,262700,<1H OCEAN
-117.91,33.85,35,932,258,1147,267,2.7014,156700,<1H OCEAN
-122.72,38.48,23,2296,356,902,334,6.0298,289100,NA
-121.36,38.69,13,6850,1400,4251,1421,3.6989,93300,INLAND
-122.16,37.42,34,4448,610,2571,581,NA,500001,NEAR OCEAN
-122.5,37.96,16,100,20,45,25,6.1359,212500,NEAR BAY
-122.13,37.41,36,4787,900,2039,890,5.4063,440900,NA
-117.1,32.67,15,1635,553,1347,597,1.2745,92900,NEAR OCEAN
-122.41,37.71,47,2289,481,1697,465,3.4773,226300,NA
-122.4,37.71,47,1649,328,1183,356,3.3625,223700,NEAR BAY
-123.2,39.16,14,1908,484,1195,467,1.7929,82300,<1H OCEAN
-122.49,37.54,15,3456,545,1527,535,NA,368000,NA
-122.82,38.4,40,2406,423,1054,426,3.8846,215900,<1H OCEAN
-122.54,37.94,39,3670,775,1519,788,4.4081,435200,NEAR BAY
-117.25,32.79,25,1627,375,735,378,3.6429,317100,NEAR OCEAN
-119.79,36.31,25,4984,1029,2414,961,2.2937,72300,INLAND
-117.25,33.2,22,2361,618,1472,596,2.0625,124500,<1H OCEAN
-117.01,32.8,20,2705,545,1198,497,3.7159,168900,<1H OCEAN
-117.92,33.83,36,1072,193,639,196,5.0275,179300,<1H OCEAN
-117.15,32.76,37,1921,502,811,472,2.75,175000,NEAR OCEAN
-118.02,34.15,44,2267,426,980,372,3.6,307400,NA
-121.32,38,22,2105,521,781,483,2.213,87500,INLAND
-121.29,38.61,26,1814,299,963,317,4.4519,110500,INLAND
-120.7,35.14,17,5805,1097,1919,932,3.5352,357800,NEAR OCEAN
-120.6,37.37,10,3075,498,1368,487,4.6667,130100,INLAND
-122.29,37.91,46,2085,346,748,354,4.0536,262000,NEAR BAY
-118.32,34.08,52,2370,473,1053,434,4.1429,380300,NA
-118.08,34.01,36,1248,322,1282,326,3.2031,147600,<1H OCEAN
-118.3,34.07,36,2657,738,2274,723,3.425,281700,NA
-121.83,37.26,15,3243,551,NA,551,5.5849,257400,NA
-117.07,33.01,5,5870,977,1917,842,5.1998,294100,<1H OCEAN
-117.5,34.04,5,3958,665,2456,666,5.1647,154700,INLAND
-118.11,34,24,2403,590,2103,547,2.7292,193800,<1H OCEAN
-118.36,34.12,26,3902,610,1468,632,NA,500001,NA
-119.7,34.43,35,1402,369,654,385,2.6205,318800,<1H OCEAN
-122.46,37.59,21,12902,2118,6160,2082,5.7653,325800,NEAR OCEAN
-118.35,33.94,36,2225,601,2755,610,2.5547,150400,<1H OCEAN
-117.05,33.03,14,5180,1051,1639,991,4.5,222200,<1H OCEAN
-117.8,33.78,18,3548,474,1506,449,NA,290300,<1H OCEAN
-120.37,36.15,34,2084,339,868,347,4.381,86300,INLAND
-119.74,36.74,39,4893,1210,4749,1067,1.2065,55600,INLAND
-122.19,37.74,43,707,147,417,155,2.5139,83400,NEAR BAY
-121.33,38.04,15,1933,280,965,260,4.6477,142700,INLAND
-121.91,37.23,27,4866,668,1956,659,NA,405000,<1H OCEAN
-120.82,37.5,21,2974,495,NA,461,4.4886,135400,INLAND
-121.01,37.74,14,2368,297,796,301,NA,435000,INLAND
-121.31,37.9,38,226,44,125,38,2.9,125000,INLAND
-118.2,33.96,44,3114,779,2959,776,3.1875,171700,<1H OCEAN
-118.11,33.92,34,1414,263,983,264,4.1767,156600,<1H OCEAN
-118.32,33.81,28,2142,445,1140,422,4.8438,346200,<1H OCEAN
-122.04,38.28,12,3861,795,2129,806,3.676,135000,INLAND
-117.48,34.09,32,1650,328,1124,290,3.1838,98600,INLAND
-122.27,38,15,1216,166,572,178,5.8418,240300,NEAR BAY
-122.29,37.97,20,3426,632,1512,580,4.4911,227400,NEAR BAY
-117.91,34.13,34,1540,328,1037,317,2.2132,138500,<1H OCEAN
-121.84,38.13,33,596,105,212,94,4.2813,81300,INLAND
-118.37,34.17,10,1431,473,1438,429,2.2756,221400,NA
-117.86,33.9,17,1452,188,630,194,NA,285200,<1H OCEAN
-117.14,32.7,44,658,218,869,212,1.9338,89400,NEAR OCEAN
-117.93,34.03,35,2160,399,1694,403,3.8581,163100,<1H OCEAN
-123.82,40.16,19,2283,634,1184,453,1.2227,76800,<1H OCEAN
-122.13,37.68,44,2147,399,1175,401,4.1974,179300,NEAR BAY
-121.03,37.66,31,887,217,614,199,2.1528,75500,INLAND
-118.02,34.14,31,6854,1578,4131,1524,3.5878,222800,INLAND
-121.49,38.47,26,6121,1185,4224,1105,2.3496,68000,INLAND
-117.93,33.68,33,2664,432,1197,429,5.069,264200,<1H OCEAN
-117.95,33.78,32,2296,560,1376,532,3.7303,188500,<1H OCEAN
-118.04,34.05,32,1252,273,NA,263,2.6579,156800,<1H OCEAN
-120.66,35.46,17,3748,609,NA,612,4.5179,225600,<1H OCEAN
-118.47,34.25,34,1732,399,1120,401,4.1492,195700,<1H OCEAN
-121.45,38.49,34,3573,662,1540,620,3.5323,109800,INLAND
-116.97,33.78,24,2680,606,1728,527,2.535,74800,INLAND
-117.68,34.09,22,1547,334,773,316,2.9812,148800,INLAND
-120.66,38.4,18,2144,420,985,381,3.175,118500,INLAND
-118.23,33.89,16,5003,1180,4145,1159,2.1389,133400,<1H OCEAN
-122.45,37.71,45,2253,431,1382,392,4.2562,221600,NA
-117.08,33.82,6,1771,293,935,279,4.065,148200,INLAND
-118.18,33.77,45,1434,627,735,518,1.5,162500,NEAR OCEAN
-118.3,33.99,47,2212,533,1903,554,1.9853,101100,<1H OCEAN
-122.23,37.78,43,1420,472,NA,438,1.9338,112500,NEAR BAY
-122.02,37.38,32,1889,487,1321,508,3.2574,254400,<1H OCEAN
-122.04,37.97,39,1323,245,705,261,3.1968,151000,NEAR BAY
-117.23,32.87,15,2290,662,1034,594,3.0104,204200,NEAR OCEAN
-117.97,33.87,28,1784,440,1255,433,3.7054,169200,<1H OCEAN
-117.2,34.52,12,4476,761,2255,735,3.925,118500,INLAND
-120.42,34.96,19,2298,511,1246,513,2.212,132000,<1H OCEAN
-120.79,38.54,34,1133,254,NA,187,2.05,68900,INLAND
-121.92,36.63,36,877,175,349,168,3.4167,339100,NA
-121.83,37.38,31,3633,843,NA,797,3.2222,184800,<1H OCEAN
-118.92,34.18,17,2400,352,1067,323,NA,259300,<1H OCEAN
-121.71,39.42,21,1432,284,862,275,2.2813,57600,INLAND
-121.47,38.55,24,979,287,546,291,1.186,67000,INLAND
-121.32,37.95,40,964,230,742,209,1.2625,43000,INLAND
-117.09,32.64,24,3613,973,2002,931,1.947,147500,NEAR OCEAN
-122.12,37.45,38,1276,314,955,287,2.0096,155700,NEAR BAY
-118,34.13,24,2584,520,1869,503,3.2841,167000,INLAND
-119.77,35.65,21,2403,483,1647,415,2.6066,80000,INLAND
-117.85,33.79,52,1963,430,1197,415,3.8929,211000,<1H OCEAN
-118.48,34.02,30,2027,609,1425,562,2.2917,330800,<1H OCEAN
-121.25,38,21,446,73,182,57,2.8958,135000,INLAND
-118.34,33.91,12,9975,3638,7429,3405,2.6689,192300,<1H OCEAN
-118.2,33.99,35,1705,523,2252,508,2.3421,154200,<1H OCEAN
-120.98,37.68,24,705,114,347,141,3.1912,149600,INLAND
-118.09,33.9,36,1215,279,862,285,3.7604,158700,<1H OCEAN
-122.03,37.36,28,2490,345,948,361,NA,411900,NA
-118.27,33.81,42,865,208,811,218,3.8621,165300,<1H OCEAN
-122.6,38,21,2198,462,1100,449,4.1098,246600,NA
-118.3,33.75,42,967,175,481,163,5.6611,265600,<1H OCEAN
-117.34,34.1,14,11827,2445,6640,2299,2.4878,103800,INLAND
-119.32,36.3,15,2864,571,1480,475,2.9698,93400,INLAND
-118.32,33.98,49,1412,333,901,328,1.7067,118600,<1H OCEAN
-118.52,34.17,20,17377,4457,7450,4204,3.2154,259600,<1H OCEAN
-117.87,33.59,44,2499,396,NA,374,NA,500001,<1H OCEAN
-118.52,34.18,43,1700,380,930,349,3.675,213100,<1H OCEAN
-122.49,41.43,19,3689,644,1544,566,3.125,76100,INLAND
-122.47,37.78,52,1941,436,955,425,4.1339,396400,NEAR BAY
-118.3,34.08,36,1276,503,1502,450,2.1766,205600,<1H OCEAN
-120.46,34.64,16,686,217,614,200,0.8106,83300,NEAR OCEAN
-117.17,32.73,52,55,18,65,22,1.6591,112500,NEAR OCEAN
-118.35,33.95,28,4770,1328,3201,1196,2.681,147700,<1H OCEAN
-117.91,33.75,8,2346,679,3842,674,3.0635,160000,<1H OCEAN
-119.33,36.32,19,2778,431,1092,451,5.2561,121300,INLAND
-120.19,39.35,7,2611,395,482,159,5.0622,174100,INLAND
-120.99,37.64,50,683,189,459,195,1.8162,70000,INLAND
-120.99,37.66,46,1750,347,754,356,2.9137,106000,INLAND
-118.17,33.77,45,2151,643,1047,579,3.1149,218800,NEAR OCEAN
-119.75,34.5,26,3563,579,1479,575,5.9522,438400,<1H OCEAN
-117.16,33.92,12,3236,502,1610,502,4.7568,143500,INLAND
-118.17,34.05,39,962,229,999,221,3.375,126000,<1H OCEAN
-115.94,33.38,5,186,43,41,21,2.7,58800,INLAND
-121.39,39.12,28,10035,1856,6912,1818,2.0943,108300,INLAND
-117.32,34.02,17,1779,292,NA,293,4.6708,123100,INLAND
-122.67,38.45,24,2622,525,1027,510,2.9222,242600,<1H OCEAN
-117.03,32.95,19,4500,815,2456,782,4.5032,168900,<1H OCEAN
-123.22,39.16,32,1149,187,499,208,3.6587,154600,<1H OCEAN
-118.26,34.24,42,890,179,555,200,4.4821,271900,NA
-122.29,37.9,49,1283,238,576,236,3.3333,276800,NEAR BAY
-118.09,34.02,28,1984,313,1099,343,4.5526,250200,<1H OCEAN
-118.36,33.95,42,1116,303,NA,299,3.7237,170800,<1H OCEAN
-119.13,36.13,28,1673,385,1434,371,2.0586,40900,INLAND
-122.25,37.86,52,1709,318,719,295,5.0463,456300,NEAR BAY
-118.26,34.07,40,680,273,995,249,2.2607,165600,<1H OCEAN
-119.04,34.28,21,1856,276,863,255,4.5833,500001,<1H OCEAN
-122.34,37.57,39,2647,616,1254,555,4.2407,433800,NEAR OCEAN
-117.81,33.75,25,2365,471,1197,458,3.7031,227800,<1H OCEAN
-118.31,34.16,37,2144,446,860,435,3.9464,315000,<1H OCEAN
-122.34,37.53,27,3339,481,1354,458,NA,464600,NA
-121.33,38.62,19,1853,415,772,397,2.2574,135800,INLAND
-118.63,34.18,32,1646,242,697,233,NA,433000,<1H OCEAN
-121.2,38.67,26,1546,287,773,299,2.9803,115400,INLAND
-117.89,33.62,24,1016,238,465,236,3.0625,93800,<1H OCEAN
-121.85,38,24,2269,584,1239,542,2.0411,100000,INLAND
-118.2,33.8,52,1009,216,614,231,4.0074,200800,NEAR OCEAN
-124.01,40.89,28,1470,336,811,314,2.4559,75600,<1H OCEAN
-118.07,34.08,37,1210,252,733,243,2.806,214600,NA
-122.26,37.83,52,1665,419,946,395,2.0978,155400,NEAR BAY
-118.53,34.22,29,4101,849,2630,867,4.6607,199800,<1H OCEAN
-121.99,36.97,15,3044,786,1306,693,2.1771,213200,NEAR OCEAN
-121.97,37.4,17,2937,558,1662,533,5.8792,255500,NA
-122.1,37.38,37,4167,612,NA,597,NA,500001,NEAR BAY
-121.96,38.36,11,3208,790,1772,694,2.7434,218800,INLAND
-118.02,33.9,34,2678,511,1540,497,4.4954,202900,<1H OCEAN
-117.25,33,14,2518,458,931,414,5.8393,485300,NA
-122.34,37.94,44,1917,444,936,435,2.7391,140300,NEAR BAY
-117.04,32.67,14,3464,683,2139,734,4.0668,137500,NEAR OCEAN
-121.62,36.67,45,1827,408,1507,410,2.8942,129000,<1H OCEAN
-117.4,33.94,37,987,187,551,191,3.5865,112000,INLAND
-122.19,37.44,38,3383,456,1203,465,NA,500001,NEAR OCEAN
-121.93,37.22,21,4872,594,1811,560,NA,500001,<1H OCEAN
-117.61,33.45,6,950,184,426,186,4.7237,220700,NEAR OCEAN
-122.33,37.95,46,1543,339,777,322,4.0927,142600,NEAR BAY
-117.13,32.79,35,1458,262,723,257,4.2098,174100,NEAR OCEAN
-122.09,37.63,35,1213,221,NA,243,4.7019,174100,NEAR BAY
-118.38,33.97,43,2715,458,1151,434,NA,362600,<1H OCEAN
-118.65,34.27,23,1724,265,934,306,6.0783,229200,<1H OCEAN
-117.92,33.65,15,1309,477,1330,424,3.4417,182500,<1H OCEAN
-122.18,38.17,7,4093,651,2228,646,5.2523,161300,NEAR BAY
-118.28,34.18,47,2243,339,911,319,NA,446800,<1H OCEAN
-121.4,38.63,31,1540,452,1079,444,1.8571,98700,INLAND
-122.1,37.39,31,1117,304,591,302,3.5909,353100,NA
-119.73,36.72,15,2246,456,1190,403,2.0294,70400,INLAND
-120.06,36.72,32,981,237,736,249,1.8,60400,INLAND
-117.09,32.74,23,3130,779,2472,744,2.32,93200,NEAR OCEAN
-118.15,33.87,33,2373,552,1673,571,3.0685,181800,<1H OCEAN
-122.55,38.42,24,2220,411,894,365,4.2891,211700,<1H OCEAN
-117.81,33.84,17,4343,515,1605,484,NA,460100,<1H OCEAN
-122.02,37.96,25,2615,368,935,366,NA,305100,NA
-120.13,35.87,26,48,8,13,8,2.375,71300,INLAND
-118.36,33.9,18,3380,922,2276,854,4.0727,214000,<1H OCEAN
-117.24,32.74,43,2216,375,918,388,5.5289,297700,NEAR OCEAN
-121.44,37.75,29,918,159,417,166,4.2768,151300,INLAND
-118.21,34.56,12,2472,408,1048,380,4.7097,262100,INLAND
-118.6,34.21,21,9512,2560,NA,2387,2.8039,227500,<1H OCEAN
-119.35,36.42,18,1115,193,1742,176,2.7969,123800,INLAND
-119.06,36.15,20,1282,273,852,247,1.6354,49000,INLAND
-122.23,40.63,16,1141,220,563,200,2.3287,130700,INLAND
-117.92,33.86,26,745,161,NA,151,3.6375,133900,<1H OCEAN
-120.86,37.77,45,621,129,257,124,1.7188,109400,INLAND
-118.32,33.35,27,1675,521,744,331,2.1579,450000,NA
-117.34,33.19,23,3546,553,1533,518,5.276,224500,NEAR OCEAN
